flight_date,flight_id,airline,flight_number,tail_number,operation,origin,destination,terminal,aircraft_type,scheduled_time,scheduled_min,actual_min,actual_taxi_min,wheels_time_min,delay_min,distance_mi,actual_time
2024-06-03,F0001,AA,2973,N321TG,ARR,MIA,JFK,T8,narrow,00:08,8,1.0,8.0,1433.0,-7.0,1089.0,
2024-06-03,F0002,B6,2092,N665JB,ARR,MIA,JFK,T5,narrow,00:19,19,1436.0,4.0,1432.0,-23.0,1089.0,
2024-06-03,F0003,DL,525,N717TW,ARR,SFO,JFK,T4,narrow,00:52,52,68.0,12.0,56.0,16.0,2586.0,
2024-06-03,F0004,DL,1377,N172DN,ARR,LAX,JFK,T4,narrow,00:53,53,37.0,9.0,28.0,-16.0,2475.0,
2024-06-03,F0005,B6,1190,N2142J,ARR,SAN,JFK,T5,narrow,05:00,300,300.0,6.0,294.0,0.0,2446.0,
2024-06-03,F0006,AA,1017,N326RP,DEP,JFK,MIA,T8,narrow,05:30,330,322.0,17.0,339.0,-8.0,1089.0,05:22
2024-06-03,F0007,B6,2348,N984JB,ARR,LAS,JFK,T5,narrow,05:31,331,309.0,9.0,300.0,-22.0,2248.0,
2024-06-03,F0008,B6,358,N3062J,ARR,BUR,JFK,T5,narrow,05:39,339,390.0,10.0,380.0,51.0,2465.0,
2024-06-03,F0009,DL,1504,N102DN,ARR,DEN,JFK,T4,narrow,05:43,343,356.0,8.0,348.0,13.0,1626.0,
2024-06-03,F0010,DL,349,N174DN,ARR,LAX,JFK,T4,narrow,05:45,345,361.0,7.0,354.0,16.0,2475.0,
2024-06-03,F0011,AA,892,N937NN,DEP,JFK,CLT,T8,narrow,05:59,359,353.0,15.0,368.0,-6.0,541.0,05:53
2024-06-03,F0012,B6,123,N978JB,DEP,JFK,LAX,T5,narrow,06:00,360,352.0,13.0,365.0,-8.0,2475.0,05:52
2024-06-03,F0013,B6,66,N2027J,ARR,ABQ,JFK,T5,narrow,06:00,360,360.0,8.0,352.0,0.0,1826.0,
2024-06-03,F0014,AS,22,N934AK,ARR,SEA,JFK,T7,narrow,06:00,360,415.0,15.0,400.0,55.0,2422.0,
2024-06-03,F0015,DL,1059,N705TW,ARR,SFO,JFK,T4,narrow,06:00,360,328.0,3.0,325.0,-32.0,2586.0,
2024-06-03,F0016,B6,189,N990JL,DEP,JFK,SAN,T5,narrow,06:00,360,360.0,16.0,376.0,0.0,2446.0,06:00
2024-06-03,F0017,AA,171,N106NN,DEP,JFK,LAX,T8,narrow,06:00,360,354.0,16.0,370.0,-6.0,2475.0,05:54
2024-06-03,F0018,AA,76,N110AN,DEP,JFK,SFO,T8,narrow,06:00,360,351.0,15.0,366.0,-9.0,2586.0,05:51
2024-06-03,F0019,YX,5749,N203JQ,DEP,JFK,BOS,T8,narrow,06:00,360,350.0,28.0,378.0,-10.0,187.0,05:50
2024-06-03,F0020,DL,1334,N525DA,DEP,JFK,ATL,T4,narrow,06:00,360,356.0,16.0,372.0,-4.0,760.0,05:56
2024-06-03,F0021,B6,2293,N559JB,DEP,JFK,MIA,T5,narrow,06:00,360,354.0,15.0,369.0,-6.0,1089.0,05:54
2024-06-03,F0022,B6,819,N3139J,DEP,JFK,DTW,T5,narrow,06:02,362,358.0,15.0,373.0,-4.0,509.0,05:58
2024-06-03,F0023,DL,813,N575DN,DEP,JFK,SLC,T4,narrow,06:15,375,371.0,14.0,385.0,-4.0,1990.0,06:11
2024-06-03,F0024,DL,527,N545DE,ARR,PHX,JFK,T4,narrow,06:20,380,383.0,12.0,371.0,3.0,2153.0,
2024-06-03,F0025,DL,2032,N812DN,ARR,PDX,JFK,T4,narrow,06:27,387,382.0,14.0,368.0,-5.0,2454.0,
2024-06-03,F0026,DL,399,N574DT,ARR,SLC,JFK,T4,narrow,06:28,388,384.0,10.0,374.0,-4.0,1990.0,
